Semester,Year,Instructor,Dept,Course ID,Course Name,Section,Type,Responses,Enrollment,Resp. Rate %,1: Hrs Per Week 9,2: Interest in student learning,3: Explain course requirements,4: Clear learning goals,5: Feedback to students,6: Importance of subject,7: Explains subject matter ,8: Show respect for students,9: Overall teaching,10: Overall course,,,,,,,,,,,
Fall,2012,LYNN WALKER,CHE,6611,SP TPC MICROFLDCS,A,Lect,34,44,77%,11.19,4.41,4.44,4.5,4.32,4.41,4.35,4.56,4.38,4.26,,,,,,,,,,,
Fall,2012,JOHN KITCHIN,CHE,6640,PRINC & APP MOLE SIM,A,Lect,16,19,84%,8.56,4.81,4.44,4.5,4.69,4.69,4.63,4.69,4.69,4.5,,,,,,,,,,,
Fall,2012,ADITYA KHAIR,CHE,6703,ADV FLUID DYNAMICS,A,Lect,14,19,74%,11.86,4.64,4.71,4.64,4.14,4.79,4.43,4.86,4.36,4.36,,,,,,,,,,,
Fall,2012,ROBERT TILTON,CHE,6705,ADV CHE THRMODYNMCS,A,Lect,50,70,71%,8.31,4.46,4.58,4.48,4.36,4.52,4.62,4.84,4.5,4.51,,,,,,,,,,,
Fall,2012,DENNIS PRIEVE,CHE,6713,MATH TECH CHEM ENGR,A,Lect,23,29,79%,9.17,4.57,4.87,4.83,4.52,4.7,4.83,4.83,4.65,4.65,,,,,,,,,,,
Fall,2012,SHELLEY ANNA,CHE,6800,CHE GRADUATE SEMINAR,A,Lect,31,80,39%,2.43,4.56,4.59,4.56,4.52,4.59,4.59,4.67,4.56,4.59,,,,,,,,,,,
Fall,2012,ADITYA KHAIR,CHE,6810,CPS SEMINAR,A,Lect,5,13,38%,2,5,5,5,5,5,5,5,5,5,,,,,,,,,,,
Fall,2012,NIKOLAOS SAHINIDIS,CHE,6815,SPECIAL TOPICS,A,Lect,6,8,75%,7.5,4.67,4.67,5,4.67,4.83,5,5,5,5,,,,,,,,,,,
Fall,2012,NIKOLAOS SAHINIDIS,CHE,6820,PSE SEMINAR,A,Lect,8,25,32%,2.38,4.88,4.75,4.88,4.75,4.88,4.88,4.88,4.88,4.88,,,,,,,,,,,
Fall,2012,MICHAEL LANCET,CIT,39200,BUSINESS FOR ENGINRS,A,Lect,33,44,75%,5.36,4.82,4.72,4.79,4.58,4.73,4.66,4.79,4.76,4.7,,,,,,,,,,,
Fall,2012,JEFFERY HANSEN,CIT,39605,ENGINEERING DSGN PRJ,A,Lect,13,25,52%,6.62,3.15,3.46,3.31,3.15,3.38,3.38,4.08,3.08,3.31,,,,,,,,,,,
Fall,2012,YOOSUF PICARD,CIT,39610,ENERGY CONVRN & SUPP,A1,Lect,20,22,91%,8.9,4.15,3.8,3.7,3.75,3.75,3.45,4.75,3.7,3.74,,,,,,,,,,,
Fall,2012,MARIO BERGES,CIT,39611,ENRY DEMD & UTILZTN,A2,Lect,22,26,85%,7.86,4.68,4.59,4.36,4.36,4.41,4.41,4.59,4.73,4.32,,,,,,,,,,,
Fall,2012,BURAK OZDOGANLAR,CIT,39800,PREP FACULTY CAREER,A,Lect,3,10,30%,2,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1,1.5,,,,,,,,,,,
Fall,2012,"STEPPAN, S. (co-taught)",CIT,39801,COLL POLY SUR LAB I,A,Lect,1,2,50%,14,5,5,5,5,5,5,5,5,5,,,,,,,,,,,
Fall,2012,"FROLLINI, R. (co-taught)",CIT,39801,COLL POLY SUR LAB I,A,Lect,1,2,50%,14,5,5,5,5,5,5,5,5,5,,,,,,,,,,,
Fall,2012,"STEPPAN, S. (co-taught)",CIT,39801,COLL POLY SUR LAB I,B,Lect,4,10,40%,5,4.75,4.75,4.75,4.75,4.5,4.75,4.75,4.5,4.75,,,,,,,,,,,
Fall,2012,"FROLLINI, R. (co-taught)",CIT,39801,COLL POLY SUR LAB I,B,Lect,4,10,40%,3,4.75,4.75,4.5,4.5,4.75,4.75,4.5,4.25,4.75,,,,,,,,,,,
Fall,2012,"SULLIVAN, T. (co-taught)",ECE,18100,INTRO ELEC COMP ENG,1,Lect,94,147,64%,10.13,4.04,4.04,4.14,3.62,4.33,3.94,4.44,3.94,4.06,,,,,,,,,,,
Fall,2012,"HOE, J. (co-taught)",ECE,18100,INTRO ELEC COMP ENG,1,Lect,94,147,64%,9.18,4.34,4.22,4.2,3.94,4.32,4.21,4.5,4.11,4.22,,,,,,,,,,,
Fall,2012,"HOE, J. (co-taught)",ECE,18200,EMERGING TRENDS ECE,A1,Lect,38,179,21%,2,4.63,4.76,4.68,4.34,4.55,4.53,4.68,4.53,4.34,,,,,,,,,,,
Fall,2012,"Schlesinger, T. (co-taught)",ECE,18200,EMERGING TRENDS ECE,A1,Lect,38,179,21%,2,4.47,4.66,4.55,4.32,4.45,4.47,4.53,4.47,4.32,,,,,,,,,,,
Fall,2012,JOSE MOURA,ECE,18202,MATH FNDTN ELEC ENGR,1,Lect,55,94,59%,8.44,3.33,3.59,3.4,2.98,3.15,3.04,3.98,2.96,2.94,,,,,,,,,,,
Fall,2012,"GANGER, G. (co-taught)",ECE,18213,INTR CMPTR SYSTEMS,1,Lect,55,86,64%,12.25,4.45,4.45,4.49,4.15,4.53,4.49,4.45,4.36,4.58,,,,,,,,,,,
Fall,2012,"OHALLARON, D. (co-taught)",ECE,18213,INTR CMPTR SYSTEMS,1,Lect,55,86,64%,12.17,4.49,4.4,4.51,4.31,4.58,4.4,4.6,4.38,4.56,,,,,,,,,,,
Fall,2012,GREGORY KESDEN,ECE,18213,INTR CMPTR SYSTEMS,2,Lect,33,47,70%,12.22,4.36,4.42,4.39,4.21,4.61,4.52,4.09,4.42,4.58,,,,,,,,,,,
Fall,2012,"GILGUNN, P. (co-taught)",ECE,18220,ELETRONC DEVC ANL CR,1,Lect,27,58,47%,9.62,3.54,3.31,3.35,3.23,3.42,3.31,3.81,3.2,2.65,,,,,,,,,,,
Fall,2012,"LUO, Y. (co-taught)",ECE,18220,ELETRONC DEVC ANL CR,1,Lect,27,58,47%,9.85,3.54,3.31,3.23,3.27,3.42,3.27,3.81,3.12,2.81,,,,,,,,,,,
Fall,2012,WILLIAM NACE,ECE,18240,STRC DES DIGTL SYSTM,1,Lect,106,110,96%,11.93,4.75,4.76,4.81,4.15,4.89,4.69,4.83,4.65,4.46,,,,,,,,,,,
Fall,2012,BYRON YU,ECE,18290,SIGNALS & SYSTEMS,1,Lect,67,96,70%,10.96,4.36,4.52,4.55,3.93,4.27,4.39,4.52,4.42,4.15,,,,,,,,,,,
Fall,2012,JAMES BAIN,ECE,18300,FUND ELECTROMAGNETCS,1,Lect,11,12,92%,10.18,4.91,4.64,4.55,4.18,4.73,4.82,5,4.82,4.73,,,,,,,,,,,
Fall,2012,JEYANANDH PARAMESH,ECE,18320,MICROELECTC CURCUITS,1,Lect,19,29,66%,10.67,3.74,3.89,3.89,3.53,4.26,3.53,4.24,3.58,3.74,,,,,,,,,,,
Fall,2012,DONALD THOMAS,ECE,18341,LOG DES SIM SYN VER,A,Lect,32,36,89%,11.19,4.44,4.31,4.41,4.25,4.44,4.5,4.5,4.44,4.44,,,,,,,,,,,
Fall,2012,RAJEEV GANDHI,ECE,18342,FUND EMBEDDED SYSTMS,A,Lect,71,88,81%,11.74,4.55,4.66,4.57,4.24,4.52,4.59,4.61,4.63,4.65,,,,,,,,,,,
Fall,2012,PRIYA NARASIMHAN,ECE,18349,EMBEDDED RL TIME SYS,A,Lect,40,64,63%,12.05,4.28,3.74,4,3.33,4.38,4.13,4.3,3.9,3.4,,,,,,,,,,,
Fall,2012,CHARLES NEUMAN,ECE,18370,FNDMNTLS OF CONTROL,1,Lect,19,27,70%,11,4.47,3.37,3.42,3.53,4.11,3.11,3.84,3.37,3.47,,,,,,,,,,,
Fall,2012,GABRIELA HUG,ECE,18372,FNDMTL ELECTR PWR SY,1,Lect,6,6,100%,7,4.67,4.67,4.83,4.33,4.33,4.33,4.83,4.5,4.33,,,,,,,,,,,
Fall,2012,ROHIT NEGI,ECE,18450,DIGTL COMMUNICATIONS,A,Lect,5,5,100%,9.2,5,4.8,4.8,4.8,5,5,5,5,5,,,,,,,,,,,
Fall,2012,DAVID BRUMLEY,ECE,18487,INTRO CMP NTWRK SCTY,A,Lect,14,22,64%,8.21,4.64,4.64,4.86,3.86,4.64,4.86,4.71,4.71,4.5,,,,,,,,,,,
Fall,2012,RICHARD STERN,ECE,18491,FNDML SIGNL PRCSNG,1,Lect,5,12,42%,11.6,4.6,5,5,4.2,5,5,4.2,4.4,4.6,,,,,,,,,,,
Fall,2012,ALAN BLACK,ECE,18492,ST:SPEECH PROCESSING,A,Lect,6,9,67%,6,4.67,4.83,4.83,4.5,5,5,5,4.83,4.67,,,,,,,,,,,
Fall,2012,THOMAS SULLIVAN,ECE,18493,ELECTROACOUSTICS,1,Lect,13,16,81%,11.46,4.85,4.69,4.54,3.69,4.54,4.15,4.77,4.46,4.38,,,,,,,,,,,
Fall,2012,GUSTAVO ROHDE,ECE,18496,INT BIO IMG & IM ANA,A,Lect,5,9,56%,6.8,4.2,4.2,4.4,4,4.2,4.2,4.4,4,4,,,,,,,,,,,
Fall,2012,JASON LOHN,ECE,18513,CIRCTS ANTNNA WRELSS,A,Lect,3,6,50%,9,2.33,2.67,3.33,3,4,3.33,4.33,3,2.67,,,,,,,,,,,
Fall,2012,WILLIAM NACE,ECE,18545,ADV DIGITAL DES PROJ,1,Lect,15,18,83%,12.4,4.53,4.53,4.4,3.53,4.33,4.07,4.53,4.4,4.67,,,,,,,,,,,
Fall,2012,JOVAN ILIC,ECE,18587,ELECL ENGY CONV CNTL,A,Lect,6,7,86%,10.5,4.5,3.83,4.17,4.67,4,3.83,4.67,4.33,4.33,,,,,,,,,,,
Fall,2012,BARBARA CARRYER,ECE,18601,ENTRPRSHP INNV TCHNL,A,Lect,15,18,83%,6.93,4.67,4.67,4.6,4.67,4.6,4.53,4.73,4.6,4.6,,,,,,,,,,,
Fall,2012,ARTHUR DAVIDSON,ECE,18603,LEADERSHP FOR ENGNRS,A,Lect,38,52,73%,5.08,4.47,4.53,4.55,4.47,4.5,4.5,4.68,4.47,4.37,,,,,,,,,,,
Fall,2012,DAVID GREVE,ECE,18610,FUND MODRN CMOS DVCS,A,Lect,15,19,79%,7.4,4.33,4.6,4.47,4.2,4.4,4.4,4.8,4.53,4.4,,,,,,,,,,,
Fall,2012,TAMAL MUKHERJEE,ECE,18614,MICROELECTROMECH SYS,A,Lect,22,28,79%,11.27,4,4.36,4.36,3.73,4,3.82,4,3.64,3.68,,,,,,,,,,,
Fall,2012,JEFFREY WELDON,ECE,18623,ANA INT CIR DESIGN,A,Lect,15,19,79%,12.4,4.47,4.33,4.27,3.87,4.4,4.33,4.87,4.2,4.27,,,,,,,,,,,
Fall,2012,NICOLAS CHRISTIN,ECE,18631,INTR INFO SECURITY,A,Lect,25,31,81%,8.24,3.88,4.16,4.2,3.28,4.36,4.24,4.28,3.92,3.92,,,,,,,,,,,
Fall,2012,PATRICK TAGUE,ECE,18638,MOBILE SECURITY,A,Lect,5,8,63%,7.4,4.4,4.2,4.2,3.6,4.2,4,4.8,4.4,4.6,,,,,,,,,,,
Fall,2012,SUKHJIT SINGH,ECE,18641,JAVA SMART PHN DEVLP,A,Lect,62,73,85%,8.69,3.69,3.31,3.47,3.56,3.55,3.41,4.13,3.39,3.34,,,,,,,,,,,
Fall,2012,SUKHJIT SINGH,ECE,18641,JAVA SMART PHN DEVLP,SV,Lect,4,4,100%,11.75,4.5,5,4.75,4.5,4.75,5,5,4.75,4.5,,,,,,,,,,,
Fall,2012,MANUEL ROSSO-LLOPART,ECE,18642,INTRO SFTW ENGINEERG,A,Lect,15,21,71%,10.6,3.53,3.2,3.27,3.2,3.4,3.33,3.93,3.27,3.47,,,,,,,,,,,
Fall,2012,MANUEL ROSSO-LLOPART,ECE,18642,INTRO SFTW ENGINEERG,SV,Lect,5,5,100%,12.2,4.2,4.8,4.8,4.8,4.6,4.6,5,4.6,4.6,,,,,,,,,,,
Fall,2012,PEI ZHANG,ECE,18644,SP TPC COMPUTR SYSTM,A,Lect,15,19,79%,6.4,4.07,4,4.27,4.33,4.27,4.27,4.67,4.2,4.07,,,,,,,,,,,
Fall,2012,"LANE, I. (co-taught)",ECE,18645,HOW TO WRT FAST CODE,A,Lect,27,39,69%,9.56,3.5,3.46,3.69,2.96,3.69,3.27,3.69,3.27,3.24,,,,,,,,,,,
Fall,2012,"CHONG, J. (co-taught)",ECE,18645,HOW TO WRT FAST CODE,A,Lect,27,39,69%,9.5,3.56,3.48,3.56,3.15,3.59,3.52,3.48,3.33,3.26,,,,,,,,,,,
Fall,2012,"LANE, I. (co-taught)",ECE,18645,HOW TO WRT FAST CODE,SV,Lect,8,11,73%,11.75,4.13,4.25,4.25,3.88,4.38,4.5,4.63,4.25,4.38,,,,,,,,,,,
Fall,2012,"CHONG, J. (co-taught)",ECE,18645,HOW TO WRT FAST CODE,SV,Lect,8,11,73%,11.38,4.25,4.5,4.5,4,4.38,4.63,4.75,4.38,4.5,,,,,,,,,,,
Fall,2012,ANTHONY ROWE,ECE,18648,EMBED REAL-TIME SYST,A,Lect,36,58,62%,12.89,4.22,4.03,3.91,3.61,3.94,3.89,4.5,4,4.08,,,,,,,,,,,
Fall,2012,PHILIP KOOPMAN,ECE,18649,DISTRIB EMBED SYSTMS,A,Lect,53,68,78%,12.47,4.42,4.6,4.62,4.4,4.62,4.62,4.58,4.47,4.57,,,,,,,,,,,
Fall,2012,JON PEHA,ECE,18650,POL WRLSS SYS INTRNT,A,Lect,9,17,53%,8.38,4,4.11,4.44,4,4.78,4.67,4.44,4.44,4.44,,,,,,,,,,,
Fall,2012,XIN LI,ECE,18660,NML MTH ENG DES & OP,A,Lect,31,36,86%,8.1,4.65,4.74,4.71,4.39,4.58,4.65,4.71,4.58,4.61,,,,,,,,,,,
Fall,2012,XIN LI,ECE,18660,NML MTH ENG DES & OP,SV,Lect,5,5,100%,10.4,4,4.6,4.2,4.2,4.2,4.6,4.4,4.4,4,,,,,,,,,,,
Fall,2012,RADU MARCULESCU,ECE,18667,DESIGN INTG EMBD SYS,A,Lect,11,11,100%,12.2,4.82,4.18,4.55,4.55,4.55,4.55,4.82,4.64,4.55,,,,,,,,,,,
Fall,2012,"ZHANG, Y. (co-taught)",ECE,18697,STATICL DISCVY LRNG,A,Lect,9,9,100%,9.33,4.56,4.22,4.33,4.67,4.56,4.44,4.67,4.44,4.44,,,,,,,,,,,
Fall,2012,"MENGSHOEL, O. (co-taught)",ECE,18697,STATICL DISCVY LRNG,A,Lect,9,9,100%,9,4.33,4.33,4,4.56,4.56,4.33,4.56,4.33,4.44,,,,,,,,,,,
Fall,2012,"ZHANG, Y. (co-taught)",ECE,18697,STATICL DISCVY LRNG,SV,Lect,3,4,75%,9,4.33,4.33,4.67,3.67,4,4,5,4,4,,,,,,,,,,,
Fall,2012,"MENGSHOEL, O. (co-taught)",ECE,18697,STATICL DISCVY LRNG,SV,Lect,3,4,75%,11,4.33,4,4,3.67,4,3.67,5,3.67,3.67,,,,,,,,,,,
Fall,2012,MARK KRYDER,ECE,18703,MNG & LDG RSRCH & DV,A,Lect,5,5,100%,7.4,4.4,3.8,4.2,3.6,4.5,4.4,4.6,3.8,4,,,,,,,,,,,
Fall,2012,ELIAS TOWE,ECE,18712,ELEMTS PHOTONCS COMM,A,Lect,4,4,100%,8.75,5,5,5,4.75,5,5,5,5,5,,,,,,,,,,,
Fall,2012,JIAN-GANG ZHU,ECE,18716,ADV APPLD MAGNETISM,A,Lect,6,6,100%,6.5,5,4.83,5,4.5,5,4.83,5,5,4.83,,,,,,,,,,,
Fall,2012,L. CARLEY,ECE,18721,ADV ANALOG CIRCT DES,A,Lect,2,3,67%,12.5,4.5,4,4.5,3.5,4.5,4,5,3.5,3.5,,,,,,,,,,,
Fall,2012,WOJCIECH MALY,ECE,18729,SP TPCS IN CIRCUITS,E,Lect,2,3,67%,9.5,4,4,4,5,5,5,5,4,4.5,,,,,,,,,,,
Fall,2012,VIRGIL GLIGOR,ECE,18730,INTRO COMPUTER SEC,A,Lect,52,68,76%,8.98,4.25,3.9,4,3.52,4.08,3.73,4.69,3.62,3.88,,,,,,,,,,,
Fall,2012,ADRIAN PERRIG,ECE,18731,NETWORK SECURITY,A,Lect,47,58,81%,10.3,4.77,4.47,4.66,4.43,4.74,4.7,4.74,4.7,4.62,,,,,,,,,,,
Fall,2012,ADRIAN PERRIG,ECE,18731,NETWORK SECURITY,SV,Lect,8,11,73%,11,5,5,5,4,5,4.88,4.5,4.75,4.86,,,,,,,,,,,
Fall,2012,TODD MOWRY,ECE,18740,COMPUTER ARCHITCTR,A,Lect,9,12,75%,11,4.11,4.22,4.22,4.22,4.44,4.44,4.67,4.44,4.22,,,,,,,,,,,
Fall,2012,ONUR MUTLU,ECE,18742,PARALLEL CMPTR ARCHT,A,Lect,9,14,64%,11.33,4.33,4.44,4.56,4.11,4.89,4.78,4.67,4.22,4.25,,,,,,,,,,,
Fall,2012,DIANA MARCULESCU,ECE,18743,ENERGY AWARE COMPTNG,A,Lect,16,17,94%,9.4,4.38,4.56,4.5,4.13,4.75,4.56,4.88,4.63,4.5,,,,,,,,,,,
Fall,2012,OZAN TONGUZ,ECE,18751,APPL STOCH PROCESS,1,Lect,6,10,60%,10.5,4.83,4.83,4.83,4.67,4.5,4.83,4.83,4.5,4.5,,,,,,,,,,,
Fall,2012,HYONG KIM,ECE,18756,PAC SWTCNG COMP NETW,A,Lect,17,20,85%,13.65,4.47,4.18,4.29,4.12,4.41,4.41,4.47,4.41,4.18,,,,,,,,,,,
Fall,2012,RONALD BLANTON,ECE,18765,DIG SYS TST & TST DS,A,Lect,15,16,94%,12,4.13,3.93,3.93,3.6,4.33,3.73,4.13,3.87,3.67,,,,,,,,,,,
Fall,2012,BRUNO SINOPOLI,ECE,18771,LINEAR SYSTEMS,A,Lect,16,22,73%,10.63,4.25,4,4.25,3.88,4.31,4.31,4.69,4.06,4.13,,,,,,,,,,,
Fall,2012,BRUNO SINOPOLI,ECE,18771,LINEAR SYSTEMS,SV,Lect,4,4,100%,12.5,3.5,3.25,3.5,3.25,3.75,3.75,3.75,3.25,3.5,,,,,,,,,,,
Fall,2012,MARIJA ILIC,ECE,18777,CMPLX LRG DYNMIC SYS,A,Lect,6,7,86%,8,4.5,3.83,4.33,4.5,4.83,4.5,4.67,4.17,4.5,,,,,,,,,,,
Fall,2012,"LANE, I. (co-taught)",ECE,18781,SPCH RECGNT UNDSTG,SV,Lect,3,4,75%,13,4.67,4.33,4.67,4.67,4.67,4.67,5,4.67,4.67,,,,,,,,,,,
Fall,2012,"METZE, F. (co-taught)",ECE,18781,SPCH RECGNT UNDSTG,SV,Lect,3,4,75%,13,4.67,4.33,4.67,4.33,4.67,4.67,5,4.33,4.67,,,,,,,,,,,
Fall,2012,JAIME CARDOSO,ECE,18782,MACHINE LEARNING,PP,Lect,6,7,86%,10,4,3.83,3.67,3.33,3.5,3.33,4,3.33,3.33,,,,,,,,,,,
Fall,2012,MARIOS SAVVIDES,ECE,18794,PATTERN RECOGNTN THY,A,Lect,16,25,64%,9.88,4.5,4.06,4.25,3.5,4.63,4.19,4.38,4.19,4.13,,,,,,,,,,,
Fall,2012,BHIKSHA RAMAKRISHNAN,ECE,18797,MCHN LRNG SGNL PROCS,A,Lect,17,22,77%,9.76,4.35,4.35,4.24,3.81,4.47,4.41,4.82,4.41,4.41,,,,,,,,,,,
Fall,2012,YANG CAI,ECE,18798,IMAGE VIDEO MULTIMED,A,Lect,23,31,74%,8.78,4.43,4.39,4.3,4.43,4.48,4.13,4.48,4.17,4.13,,,,,,,,,,,
Fall,2012,JELENA KOVACEVIC,ECE,18799,SP TPC SIGNL PROCSNG,G,Lect,8,8,100%,8.75,4.75,4.75,4.63,4.86,4.75,4.75,4.88,4.63,4.63,,,,,,,,,,,
Fall,2012,SOUMMYA KAR,ECE,18799,SP TPC SIGNL PROCSNG,PP,Lect,2,2,100%,9.5,4,4,4,4,4,4,4.5,4,4,,,,,,,,,,,
Fall,2012,SOUMMYA KAR,ECE,18799,SP TPC SIGNL PROCSNG,R,Lect,6,9,67%,9,5,4.83,4.83,4.83,5,5,5,5,4.83,,,,,,,,,,,
Fall,2012,SHAWN KELLY,ECE,18819,SP TP APPLIED PHYSIC,E,Lect,7,8,88%,10.57,5,4.71,4.57,4.43,5,4.71,5,4.71,4.71,,,,,,,,,,,
Fall,2012,"SATYANARAYANAN, M. (co-taught)",ECE,18843,MOBLE PERVASIVE COMP,A,Lect,7,9,78%,9.71,4.71,4.71,4.71,4.43,4.86,4.71,4.86,4.86,4.43,,,,,,,,,,,
Fall,2012,"SIEWIOREK, D. (co-taught)",ECE,18843,MOBLE PERVASIVE COMP,A,Lect,7,9,78%,9.29,4.43,4.29,4.29,4.43,4.43,4.29,4.71,4.29,4.5,,,,,,,,,,,
Fall,2012,CHARLES NEUMAN,ECE,18879,SP TPCS SYSTMS CONTR,A,Lect,4,7,57%,9.5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,
Fall,2012,ABRAHAM ISHIHARA,ECE,18879,SP TPCS SYSTMS CONTR,C,Lect,5,8,63%,9.2,4.4,4,4,3.8,4,3.8,4.2,3.8,4,,,,,,,,,,,
Fall,2012,JOVAN ILIC,ECE,18882,A SP TPC IN ENGY SYS,A,Lect,4,5,80%,10.25,5,5,5,5,5,5,5,5,5,,,,,,,,,,,
Fall,2012,DEANNA MATTHEWS,EPP,19201,EPP SOPHOMORE SEMR,A,Lect,36,38,95%,2.26,4.83,4.86,4.94,4.31,4.81,4.69,4.89,4.75,4.53,,,,,,,,,,,
Fall,2012,"SMALL, M. (co-taught)",EPP,19350,RS MTH & STAT EPP AN,A,Lect,8,13,62%,6.71,4.38,2.63,2.88,4,3.63,3.5,4.5,3.63,2.88,,,,,,,,,,,
Fall,2012,"CARUSO, D. (co-taught)",EPP,19350,RS MTH & STAT EPP AN,A,Lect,8,13,62%,6.5,3.75,1.86,2.38,3,2.75,2.63,4,2.88,2.63,,,,,,,,,,,
Fall,2012,JON PEHA,EPP,19403,POL WRLSS SYS INTRNT,A,Lect,4,7,57%,8,4.25,4.5,4,3.75,5,4,4,4,4,,,,,,,,,,,
Fall,2012,DEANNA MATTHEWS,EPP,19423,SP TPC ENVRMN SCI TH,A,Lect,7,7,100%,5.86,5,4.71,4.86,5,5,4.86,5,5,5,,,,,,,,,,,
Fall,2012,"MANTRIPRAGADA, H. (co-taught)",EPP,19424,ENERGY & THE ENVRNMT,A,Lect,4,8,50%,5.75,4.5,4.75,4.75,3.75,4.5,4.25,4.75,4.5,4.25,,,,,,,,,,,
Fall,2012,"RUBIN, E. (co-taught)",EPP,19424,ENERGY & THE ENVRNMT,A,Lect,4,8,50%,5,4.25,4.25,4,3.25,4.75,4.5,4.75,4.5,4.5,,,,,,,,,,,
Fall,2012,"RUBIN, E. (co-taught)",EPP,19452,EPP PROJECT,A,Lect,6,9,67%,8,4,3.5,3.33,3.83,4,3.83,3.83,3.67,3.33,,,,,,,,,,,
Fall,2012,"CARUSO, D. (co-taught)",EPP,19452,EPP PROJECT,A,Lect,6,9,67%,9.5,3.83,2.83,3.5,3.17,3.17,3.5,3.83,3.33,3.33,,,,,,,,,,,
Fall,2012,"GOLDBERG, M. (co-taught)",EPP,19452,EPP PROJECT,A,Lect,6,9,67%,8.6,3.5,2.5,2.17,2.83,2.67,2.5,2.83,2.17,3.17,,,,,,,,,,,
Fall,2012,"FISCHHOFF, B. (co-taught)",EPP,19452,EPP PROJECT,B,Lect,2,5,40%,6.5,4.5,3,3.5,4,4.5,3.5,5,3.5,3.5,,,,,,,,,,,
Fall,2012,"PEHA, J. (co-taught)",EPP,19452,EPP PROJECT,B,Lect,2,5,40%,6.5,4,3,4,4,4.5,4,4,3.5,3.5,,,,,,,,,,,
Fall,2012,GABRIELA HUG,EPP,19472,SP TPC: FNDL ELCT PW,1,Lect,3,3,100%,12.5,4.67,5,5,4,4,4.33,5,4.33,4.33,,,,,,,,,,,
Fall,2012,JEFF SIIROLA,EPP,19645,SP TPC CHM PRO TCH,A,Lect,3,4,75%,6,5,5,5,5,5,5,5,5,5,,,,,,,,,,,
Fall,2012,EDEN FISHER,EPP,19684,ENGR & TECH INNOV MG,A,Lect,19,24,79%,5.35,4.32,3.84,4.16,3.84,4.11,4.16,4.11,3.84,4,,,,,,,,,,,
Fall,2012,JIMMY WILLIAMS,EPP,19687,PRNC & PRCT RD MANGM,A1,Lect,10,13,77%,8,4.4,3.6,3.8,4.1,4.6,4.5,4.6,4,4.3,,,,,,,,,,,
Fall,2012,"SAMARAS, C. (co-taught)",EPP,19688,INNOV ENERGY & ENVIR,A,Lect,17,24,71%,6.76,4.29,4.06,4,4.12,4.12,4,4.47,4.35,4.18,,,,,,,,,,,
Fall,2012,"ATKINS, P. (co-taught)",EPP,19688,INNOV ENERGY & ENVIR,A,Lect,17,24,71%,6.69,4.18,4.13,4,4.12,4,4,4.71,4.18,4.29,,,,,,,,,,,
Fall,2012,JEFF HERSH,EPP,19689,SP TP: FINC INV MNGM,A2,Lect,16,21,76%,7,4.13,4.25,4.38,3.94,4.25,4.31,4.5,3.81,4.06,,,,,,,,,,,
Fall,2012,MARK KRYDER,EPP,19693,MNG & LDG RSCH DEVLP,A,Lect,4,4,100%,8,3.5,3.25,3.5,2.75,4.5,4,4.5,3.75,4,,,,,,,,,,,
Fall,2012,MOHAMMAD ZAIDI,EPP,19696,SP TPC SUSTNAB INNVT,A,Lect,17,21,81%,7.12,4.53,4.29,4.41,4.53,4.76,4.47,4.94,4.76,4.65,,,,,,,,,,,
Fall,2012,M GRANGER MORGAN,EPP,19701,INT THY PRAC POL ANL,A,Lect,34,51,67%,11.26,4.18,4.15,4.03,3.53,4.47,4.06,4.44,4.03,3.91,,,,,,,,,,,
Fall,2012,M GRANGER MORGAN,EPP,19705,WRKSHP APP POL ANALY,A,Lect,11,20,55%,7.73,4.27,4,4.18,4.09,4.55,4.18,4.91,4.09,3.91,,,,,,,,,,,
Fall,2012,JON PEHA,EPP,19713,POL WRLSS SYS INTRNT,A,Lect,5,6,83%,11,4.8,4.6,4.6,4.2,4.2,4.4,4.4,4.8,4.6,,,,,,,,,,,
Fall,2012,PETER ADAMS,EPP,19751,AIR QUALITY ENGNRNG,A,Lect,3,7,43%,11,4.33,4.33,4.67,4.33,4.33,4.33,4.67,4.33,4.67,,,,,,,,,,,
Fall,2012,"FISCHHOFF, B. (co-taught)",EPP,19752,EPP PROJECT MGMT,B,Lect,1,2,50%,8,5,5,5,5,5,5,5,5,5,,,,,,,,,,,
Fall,2012,"PEHA, J. (co-taught)",EPP,19752,EPP PROJECT MGMT,B,Lect,1,2,50%,8,5,5,5,5,5,5,5,5,5,,,,,,,,,,,
Fall,2012,JEROME APT,EPP,19881,SEMR ELCTY MRK RESTR,A2,Lect,10,12,83%,10.7,4.1,4.5,4.4,3.2,4.4,4.5,3.9,4.2,4.3,,,,,,,,,,,
Fall,2012,INES AZEVEDO,EPP,19883,SP TPC SEM CEDM,A1,Lect,2,14,14%,3.5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,
Fall,2012,INES AZEVEDO,EPP,19883,SP TPC SEM CEDM,A2,Lect,6,11,55%,3.2,4.8,4.6,4.6,4.8,4.6,4.6,5,4.4,4.5,,,,,,,,,,,
Fall,2012,BRUCE KROGH,ICT,4601,MSIT FST YR SEMINAR,A,Lect,21,24,88%,3.95,5,4.81,4.86,4.9,4.9,4.86,5,4.86,4.71,,,,,,,,,,,
Fall,2012,MICHEL BEZY,ICT,4611,STRAG DIGTL INF ENTR,A,Lect,21,24,88%,10.71,4.76,4.57,4.67,4.71,4.67,4.67,4.25,4.52,4.52,,,,,,,,,,,
